Player,Year,Tm,Age,MP,TS%,FTr,Offense,Val/Shot,Production,Height,Weight
Rick Fox,2001,LAL,31,2291,0.562,0.189,0.85,0.5,"$9,4.9,5.5
Jason Williams,2001,SAC,25,2290,0.498,0.11,-2.2,0.4,"$3,1.5,2.6
Tony Delk,2001,PHO,27,2288,0.49,0.255,0.29,0.2,"$3,1.5,1.6
Eddie Jones,2001,MIA,29,2282,0.553,0.31,1.59,0.4,"$17,9.8,6.3
Kenyon Martin,2001,NJN,23,2272,0.472,0.247,-1.2,0.1,"$4,2.1,-1.4
James Posey,2001,DEN,24,2255,0.511,0.239,1.43,0.3,"$8,4.5,2.7
Fred Hoiberg,2001,CHI,28,2247,0.597,0.317,2.59,0.7,"$8,4.5,5
Lamond Murray,2001,CLE,27,2225,0.49,0.228,-0.55,0.2,"$2,1,2.1
Glen Rice,2001,NYK,33,2212,0.54,0.242,1.98,0.3,"$5,3,3
Rodney Rogers,2001,PHO,29,2183,0.507,0.282,-0.29,0.3,"$8,4.4,2
Dale Davis,2001,POR,31,2162,0.524,0.312,1.36,0.1,"$10,5.5,2.8
Eric Piatkowski,2001,LAC,30,2144,0.572,0.269,4.01,0.5,"$7,3.7,5.6
Darius Miles,2001,LAC,19,2133,0.518,0.378,-0.25,0.2,"$5,2.7,-0.5
Scottie Pippen,2001,POR,35,2133,0.541,0.27,-1.27,0.4,"$12,6.9,4.3
Vin Baker,2001,SEA,29,2129,0.481,0.391,-2.51,0.1,"($3,-1.1,-1.4
Marcus Camby,2001,NYK,26,2127,0.559,0.388,2.54,0.2,"$15,8.9,2.6
Michael Olowokandi,2001,LAC,25,2127,0.451,0.22,-2.21,0,"($5,0.7,-0.7
Anthony Peeler,2001,MIN,31,2126,0.513,0.119,0.73,0.3,"$4,2.2,3.2
Kurt Thomas,2001,NYK,28,2125,0.566,0.342,1.78,0.3,"$10,5.9,2.4
John Starks,2001,UTA,35,2122,0.476,0.162,-0.87,0.2,"$1,0.5,1.4
Patrick Ewing,2001,SEA,38,2107,0.478,0.367,-1.9,0.1,"($2,-3.4,1.4
Larry Johnson,2001,NYK,31,2105,0.493,0.214,0.36,0.2,"$7,3.9,1.4
Tim Thomas,2001,MIL,23,2086,0.549,0.334,1.34,0.3,"$7,3.9,4.6
Lucious Harris,2001,NJN,30,2071,0.498,0.223,1.43,0.3,"$3,1.5,1.8
Antonio Daniels,2001,SAS,25,2060,0.567,0.265,-0.2,0.5,"$8,4.8,5.3
Ruben Patterson,2001,SEA,25,2059,0.544,0.482,-0.7,0.3,"$10,5.9,5.1
Johnny Newman,2001,NJN,37,2049,0.542,0.427,2.05,0.4,"($300,-0.3,2.1
George McCloud,2001,DEN,33,2007,0.496,0.276,-0.62,0.4,"$2,1.1,2.8
Lindsey Hunter,2001,MIL,30,2002,0.5,0.123,0.88,0.4,"$6,3.4,5.5
Shawn Bradley,2001,DAL,28,2001,0.551,0.398,2.04,0.2,"$8,4.5,-1
Bonzi Wells,2001,POR,24,1995,0.571,0.331,-0.92,0.4,"$11,6.2,4.9
Lorenzen Wright,2001,ATL,25,1988,0.486,0.266,-0.94,0.2,"$1,0.4,0.2
Juwan Howard,2001,WAS,27,1981,0.522,0.31,-1.53,0.3,"$3,1.8,2.7
Ervin Johnson,2001,MIL,33,1981,0.557,0.47,3.84,0.2,"$6,3.5,0.2
Maurice Taylor,2001,HOU,24,1972,0.518,0.203,-1.32,0.2,"$500,-0.2,4
LaPhonso Ellis,2001,MIN,30,1948,0.524,0.333,0.29,0.2,"$5,3,1.9
Joe Smith,2001,DET,25,1941,0.475,0.375,-0.34,0.1,"$1,0.2,-0.2
Vitaly Potapenko,2001,BOS,25,1901,0.517,0.303,0.56,0.2,"($1,-0.5,-0.5
Al Harrington,2001,IND,20,1892,0.479,0.289,-2.17,0.1,"$100,3.5,4
Austin Croshere,2001,IND,25,1874,0.512,0.33,-0.02,0.3,"$1,0.2,1.1
Larry Hughes,2001,GSW,22,1846,0.449,0.313,-2.13,0.3,"$3,1.4,1
Brian Shaw,2001,LAL,34,1833,0.479,0.156,-1.56,0.3,"$2,0.9,0.6
Bryant Reeves,2001,VAN,27,1832,0.506,0.257,0.47,0.2,"$1,0,-1
Kenny Thomas,2001,HOU,23,1820,0.507,0.271,0.17,0.2,"$2,0.6,-0.2
Alan Henderson,2001,ATL,28,1810,0.487,0.404,-0.87,0.1,"($1,-1.3,-0.6
Morris Peterson,2001,TOR,23,1809,0.507,0.215,1.22,0.3,"$4,2.3,3.3
Mark Jackson,2001,TOR,35,1802,0.528,0.189,-4.31,0.6,"$4,2,4.2
Theo Ratliff,2001,PHI,27,1800,0.562,0.475,1.08,0.3,"$11,6.5,0.1
Chauncey Billups,2001,MIN,24,1790,0.538,0.291,-0.07,0.5,"$2,0.7,3.2
Brent Barry,2001,SEA,29,1778,0.66,0.257,2.56,0.8,"$11,6.3,6.3
Eric Williams,2001,BOS,28,1745,0.487,0.516,0.68,0.2,"($800,2.9,3
Eric Snow,2001,PHI,27,1740,0.488,0.354,-4.52,0.3,"$4,2.2,1.5
Keith Van Horn,2001,NJN,25,1733,0.526,0.263,1.31,0.3,"$2,0.8,2.3
Dikembe Mutombo,2001,ATL,34,1716,0.528,0.435,1.72,0.2,"$6,3.4,-0.9
John Amaechi,2001,ORL,30,1710,0.455,0.471,-2.26,0,"($8,4.3,5
Danny Ferry,2001,SAS,34,1688,0.577,0.08,3.43,0.4,"$6,3.6,2.5
Bob Sura,2001,GSW,27,1684,0.487,0.365,-1.53,0.5,"($500,-1.4,-0.6
Terry Porter,2001,SAS,37,1678,0.583,0.264,-0.05,0.6,"$8,4.8,4.3
Chris Gatling,2001,CLE,33,1670,0.505,0.311,-0.58,0.2,"($1,-1.8,-0.5
Stephen Jackson,2001,NJN,22,1660,0.503,0.236,-0.62,0.3,"$700,2.7,3
Scot Pollard,2001,SAC,25,1658,0.53,0.433,1.8,0.2,"$5,2.9,0.2
Moochie Norris,2001,HOU,27,1654,0.546,0.47,-1.9,0.4,"$4,2.3,3
Bobby Jackson,2001,SAC,27,1648,0.501,0.167,-0.89,0.3,"$4,2.2,1
Anthony Carter,2001,MIA,25,1630,0.439,0.215,-4.8,0.2,"$800,-0.1,1
Jacque Vaughn,2001,UTA,25,1620,0.535,0.417,-3.65,0.4,"$600,-0.2,1
Olden Polynice,2001,UTA,36,1619,0.484,0.157,0.33,0,"$1,0.4,-0.8
Matt Harpring,2001,CLE,24,1615,0.522,0.315,0.5,0.3,"$3,1.5,2.1
Michael Smith,2001,WAS,28,1610,0.527,0.706,1.48,0.2,"$6,3.4,0.9
Jahidi White,2001,WAS,24,1609,0.535,0.765,0.31,0.2,"($2,-0.2,-0.4
Robert Horry,2001,LAL,30,1587,0.489,0.218,0.43,0.3,"$5,2.4,1.3
Walt Williams,2001,HOU,30,1583,0.527,0.246,1.68,0.4,"$2,1.1,2.1
Marcus Fizer,2001,CHI,22,1580,0.476,0.249,-1.76,0.2,"($8,4.1,4
Pat Garrity,2001,ORL,24,1579,0.507,0.17,2.13,0.3,"($1,-0.6,3.5
Sean Rooks,2001,LAC,31,1553,0.487,0.362,0.15,0.1,"$2,0.7,-0.8
Hakeem Olajuwon,2001,HOU,38,1545,0.526,0.349,-0.42,0.2,"$7,4.2,1.6
Chris Whitney,2001,WAS,29,1532,0.537,0.24,-0.28,0.6,"$1,0.5,3.7
Desmond Mason,2001,SEA,23,1522,0.483,0.207,0.84,0.1,"($700,3,3
Grant Long,2001,VAN,34,1507,0.51,0.492,1.15,0.2,"$3,1.4,-0.4
Mario Elie,2001,PHO,37,1506,0.541,0.28,1.68,0.4,"$4,1.9,0.1
Vonteego Cummings,2001,GSW,24,1495,0.425,0.224,-1.87,0.3,"($1,-1.8,-0.3
Charlie Ward,2001,NYK,30,1492,0.536,0.188,-2.43,0.6,"$7,3.9,2.8
Greg Ostertag,2001,UTA,27,1491,0.522,0.537,1.81,0.1,"$5,2.9,-0.3
Michael Curry,2001,DET,32,1485,0.507,0.229,0.5,0.3,"($1,-0.6,1.9
Jason Caffey,2001,MIL,27,1460,0.544,0.575,0.84,0.2,"$1,0.2,0.6
Adonal Foyle,2001,GSW,25,1457,0.422,0.181,0.39,0.1,"$1,0.4,-3.1
Brad Miller,2001,CHI,24,1434,0.52,0.585,0.38,0.3,"$3,1.3,1
Damon Jones,2001,VAN,24,1415,0.525,0.125,-0.08,0.6,"$500,1,1
A.C. Green,2001,MIA,37,1411,0.492,0.343,1.44,0.1,"($600,3.7,4
Marc Jackson,2001,GSW,26,1410,0.534,0.378,1.74,0.3,"$400,4.6,5
Matt Maloney,2001,ATL,29,1403,0.508,0.098,0.38,0.4,"$2,0.7,1
Michael Doleac,2001,ORL,23,1398,0.443,0.112,-1.22,0,"($2,0,-0.4
Brevin Knight,2001,ATL,25,1364,0.424,0.169,-4.99,0.2,"$3,1.3,0.2
Corey Maggette,2001,LAC,21,1359,0.562,0.591,0.64,0.4,"$3,1.4,2.4
Quentin Richardson,2001,LAC,20,1358,0.516,0.301,1.38,0.3,"$3,1.5,3
Evan Eschmeyer,2001,NJN,25,1331,0.512,0.51,2.31,0.2,"$2,0.8,-1.1
DerMarr Johnson,2001,ATL,20,1313,0.463,0.223,-0.07,0.2,"($900,-0.2,3
Stromile Swift,2001,VAN,21,1312,0.487,0.416,0.78,0.1,"$1,-1.6,2
Chris Childs,2001,NYK,33,1309,0.506,0.207,-4.04,0.4,"$1,0.3,-0.5
Dan Majerle,2001,MIA,35,1306,0.48,0.17,2.26,0.4,"$5,2.5,0.4
Bryce Drew,2001,CHI,26,1305,0.45,0.058,-1.95,0.3,"($6,1,1
Danny Manning,2001,UTA,34,1305,0.537,0.28,-1.32,0.2,"$3,1.3,1.1
Arvydas Sabonis,2001,POR,36,1299,0.527,0.302,-1.27,0.2,"$3,1.6,0
Emanual Davis,2001,SEA,32,1290,0.527,0.173,0.02,0.4,"$3,1.5,1.2
Avery Johnson,2001,SAS,35,1290,0.475,0.2,-3.74,0.2,"$100,1,1
Scott Williams,2001,MIL,32,1272,0.514,0.194,1.3,0.1,"$900,0,4.4
Mateen Cleaves,2001,DET,23,1268,0.458,0.343,-4.85,0.3,"($3,1.1,1
Othella Harrington,2001,VAN,27,1267,0.529,0.399,-0.16,0.2,"($2,-0.5,-0.9
Hubert Davis,2001,DAL,30,1261,0.559,0.131,2.47,0.4,"$2,0.6,1.2
Robert Pack,2001,DEN,31,1260,0.493,0.322,-5.18,0.4,"($700,1,1
Hedo Turkoglu,2001,SAC,21,1245,0.509,0.334,1.2,0.2,"$2,1,0.1
Randy Brown,2001,BOS,32,1238,0.438,0.169,-2.24,0.1,"($1,0.2,-0.6
Shammond Williams,2001,SEA,25,1238,0.569,0.261,-0.19,0.5,"$2,0.7,2.8
Keyon Dooling,2001,LAC,20,1237,0.509,0.494,-1.82,0.4,"($900,-0.3,1.1
Rasho Nesterovic,2001,MIN,24,1233,0.472,0.204,0.35,0.1,"$100,5,24.68
Sean Elliott,2001,SAS,32,1229,0.544,0.248,1.71,0.4,"$4,2.3,1.4
Tyrone Nesby,2001,WAS,25,1223,0.455,0.204,0.21,0.2,"($400,-0.5,2.5
Malik Rose,2001,SAS,26,1219,0.498,0.435,-1.01,0.1,"$4,2.3,0
Mitch Richmond,2001,WAS,35,1216,0.521,0.317,0.15,0.4,"$1,0.5,2.4
Robert Traylor,2001,CLE,23,1212,0.521,0.435,-0.52,0.2,"$4,2.3,0.1
Monty Williams,2001,ORL,29,1211,0.485,0.365,-1.14,0.2,"($1,-0.4,-0.2
Isaiah Rider,2001,LAL,29,1206,0.499,0.176,-1.92,0.2,"($2,-0.6,2.1
Eddie Robinson,2001,CHH,24,1201,0.559,0.216,2.13,0.3,"$3,1.8,1
Stacey Augmon,2001,POR,32,1182,0.511,0.327,-0.11,0.2,"$3,1.5,0.6
Chris Mihm,2001,CLE,21,1166,0.5,0.322,-0.16,0.1,"($2,5,5
Tom Gugliotta,2001,PHO,31,1159,0.437,0.203,-0.82,0,"$500,-0.2,4.1
Mikki Moore,2001,DET,25,1154,0.552,0.485,1.8,0.3,"$2,-0.7,1.3
Jeff Foster,2001,IND,24,1152,0.492,0.427,1.35,0.1,"$1,0.5,-0.6
Chris Porter,2001,GSW,22,1147,0.434,0.317,-0.8,0.1,"($2,-0.9,-1.2
Jelani McCoy,2001,SEA,23,1143,0.52,0.352,-0.01,0.2,"$700,4.3,5
Milt Palacio,2001,BOS,22,1141,0.556,0.345,-1.39,0.4,"($900,-0.4,1.2
Jim Jackson,2001,CLE,30,1140,0.443,0.202,-2.89,0.2,"($700,-0.5,-0.8
Ron Harper,2001,LAL,37,1139,0.525,0.177,0,0.3,"$3,1.4,1
Trajan Langdon,2001,CLE,24,1116,0.561,0.243,2.46,0.5,"$1,1.5,-1.1
Felipe Lopez,2001,WAS,26,1108,0.5,0.377,0.09,0.2,"$800,2.1,2
Mark Blount,2001,BOS,25,1098,0.541,0.33,1.63,0.2,"$2,0.9,-1.3
Jamaal Magloire,2001,CHH,22,1095,0.506,0.535,0.82,0.2,$0 ,5,22.7
Sherman Douglas,2001,NJN,34,1094,0.478,0.38,-2.38,0.3,"($3,1,1
Shawn Kemp,2001,POR,31,1083,0.469,0.317,-3.99,0.1,"($1,0.3,-0.5
Dana Barros,2001,DET,33,1079,0.534,0.194,1.15,0.4,"$900,1,1
Kevin Willis,2001,DEN,38,1059,0.459,0.157,-0.81,0,"($700,-0.7,4.7
Jamal Crawford,2001,CHI,20,1050,0.442,0.112,-2.79,0.3,"($4,1.6,1
Erick Dampier,2001,GSW,25,1038,0.432,0.401,-1.49,0.1,"($1,0.6,-0.3
Rod Strickland,2001,WAS,34,1020,0.507,0.444,-3.95,0.4,"$2,0.8,2.1
Jon Barry,2001,SAC,31,1010,0.55,0.286,0.74,0.5,"$1,0.4,1.2
Troy Hudson,2001,ORL,24,1008,0.427,0.28,-4.15,0.2,"($2,1,1
Matt Bullard,2001,HOU,33,1000,0.569,0.046,5.06,0.5,"$2,1.1,2.7
Sam Perkins,2001,IND,39,999,0.499,0.168,3.17,0.3,"$2,0.7,0.2
Juwan Howard,2001,DAL,27,993,0.538,0.325,-1.36,0.2,"$3,1.5,1.1
Hanno Mottola,2001,ATL,24,989,0.504,0.325,0.49,0.2,"($4,4.3,3
Derrick McKey,2001,IND,34,987,0.49,0.199,0.4,0.2,"$2,1,-0.8
Sam Mitchell,2001,MIN,37,983,0.455,0.19,0.03,0.1,"($2,2.4,3
Toni Kukoc,2001,PHI,32,979,0.523,0.267,-0.03,0.3,"$4,2.2,1.7
Keon Clark,2001,TOR,25,968,0.544,0.422,1.58,0.2,"$5,2.6,0.6
Samaki Walker,2001,SAS,24,963,0.524,0.492,-0.44,0.1,"$300,-0.4,4.2
Cedric Henderson,2001,CLE,25,961,0.416,0.176,-2.46,0,"($2,2.5,3
Wesley Person,2001,CLE,29,958,0.514,0.103,1.46,0.3,"$1,0.2,0.5
Dell Curry,2001,TOR,36,956,0.53,0.134,2.22,0.4,"$1,1.8,-1.6
Jake Tsakalidis,2001,PHO,21,947,0.502,0.423,0.69,0.1,"($1,1.1,-0.5
Mark Pope,2001,MIL,28,942,0.48,0.246,2.61,0.1,"$1,0.2,-0.2
Khalid El-Amin,2001,CHI,21,936,0.458,0.232,-1.99,0.4,"($800,1,21.77
Christian Laettner,2001,DAL,31,930,0.554,0.254,-0.88,0.2,"$4,2,1.1
Dion Glover,2001,ATL,22,929,0.461,0.205,-1,0.2,"$1,-0.1,0.2
Corie Blount,2001,GSW,32,918,0.468,0.275,0.36,0.2,"$1,0.4,0.1
Courtney Alexander,2001,WAS,23,910,0.519,0.266,0.09,0.2,"($300,-1.6,-0.9
Roshown McLeod,2001,ATL,25,907,0.475,0.155,-0.93,0.2,"($300,2.9,3
Andrew DeClercq,2001,ORL,27,903,0.57,0.425,1.96,0.3,"$2,1.1,0
Chris Crawford,2001,ATL,25,901,0.519,0.307,0.56,0.2,"($1,-0.4,-0.2
Kendall Gill,2001,NJN,32,892,0.39,0.279,-3.67,0,"($500,-0.8,1.9
Corliss Williamson,2001,TOR,27,886,0.51,0.4,-0.69,0.2,"($1,-1.1,-0.8
Michael Ruffin,2001,CHI,24,879,0.48,0.856,1.21,0.1,"$1,-1.2,1.4
Cherokee Parks,2001,LAC,28,876,0.506,0.114,1.24,0.2,"$1,0.5,0
Dikembe Mutombo,2001,PHI,34,875,0.58,0.678,2.04,0.3,"$5,2.7,0.9
Jumaine Jones,2001,PHI,21,866,0.51,0.193,1.38,0.2,"$2,0.9,0.5
Corey Benjamin,2001,CHI,22,857,0.453,0.275,-1.54,0.2,"($2,2.1,1
Greg Anthony,2001,POR,33,856,0.525,0.138,1.22,0.4,"$2,0.8,1.6
Mike Penberthy,2001,LAL,26,851,0.567,0.14,2.71,0.5,"$1,0,1.4
Kenny Anderson,2001,BOS,30,849,0.476,0.313,-2.93,0.3,"($200,-0.7,1
Isaac Austin,2001,VAN,31,845,0.393,0.148,-2.95,0,"($2,4.4,5
Tony Battie,2001,BOS,24,845,0.562,0.343,2.51,0.2,"$1,0.5,-0.7
Adam Keefe,2001,GSW,30,836,0.45,0.396,1.27,0.1,"($500,30.94,8
Dean Garrett,2001,MIN,34,831,0.511,0.25,2.42,0.1,"$1,-0.8,1.2
Tony Massenburg,2001,VAN,33,823,0.507,0.352,1.21,0.1,"($2,4,4
Greg Buckner,2001,DAL,24,820,0.503,0.422,0.64,0.1,"$3,1.6,0.8
Bimbo Coles,2001,CLE,32,804,0.44,0.234,-4.27,0.2,"($2,1,1
Jerome Williams,2001,DET,27,804,0.501,0.448,0.75,0.2,"$3,1.2,0
Corliss Williamson,2001,DET,27,800,0.557,0.332,1.71,0.3,"$3,1.2,1.1
Billy Owens,2001,DET,31,793,0.4,0.174,-1.4,0,"$1,0.5,-0.5
Mark Jackson,2001,NYK,35,786,0.453,0.094,-5.45,0.3,"$2,0.7,0.1
Zan Tabak,2001,IND,30,777,0.523,0.253,-0.14,0.2,$0 ,5,30.63
Kevin Willis,2001,TOR,38,771,0.507,0.301,0.46,0.1,"$100,-0.6,4.7
Kevin Ollie,2001,PHI,28,764,0.495,0.424,-2.43,0.3,"$400,1.3,1
Don Reid,2001,ORL,27,764,0.59,0.517,2.28,0.3,"$2,0.7,-0.6
Keon Clark,2001,DEN,25,752,0.463,0.528,-0.91,0.1,"$100,-0.5,4.3
Jud Buechler,2001,DET,32,737,0.57,0.073,3.64,0.5,"$1,0.3,0.2
Christian Laettner,2001,WAS,31,733,0.586,0.535,0.06,0.4,"$3,1.6,1.1
Nazr Mohammed,2001,ATL,23,716,0.532,0.349,0.15,0.2,"$1,0.3,0.4
Derek Fisher,2001,LAL,26,709,0.534,0.332,0.51,0.4,"$3,1.3,1.4
Gerard King,2001,WAS,28,706,0.552,0.256,0.87,0.3,"($400,3,28.19
Lawrence Funderburke,2001,SAC,30,698,0.522,0.318,0.68,0.1,"($700,-0.3,4
Ryan Bowen,2001,DEN,25,696,0.585,0.306,3.08,0.4,"$3,1.4,0.9
Reggie Slater,2001,MIN,30,686,0.568,0.629,1.26,0.3,"$800,3.4,4
Derrick Coleman,2001,CHH,33,683,0.469,0.361,-0.88,0.2,$0 ,4,33.62
Hersey Hawkins,2001,CHH,34,681,0.555,0.46,1.79,0.5,"$2,1,0.6
Steve Kerr,2001,SAS,35,650,0.546,0.094,1.79,0.4,"$1,0.2,0.7
Otis Thorpe,2001,CHH,38,647,0.487,0.183,0.77,0.1,"($300,-0.2,3.7
Mark Madsen,2001,LAL,25,641,0.53,0.327,1.85,0.2,"$500,4,4
Calvin Booth,2001,WAS,24,640,0.482,0.268,0.14,0.1,"$2,0.9,-0.9
Popeye Jones,2001,WAS,30,638,0.457,0.359,0.59,0.1,"$1,0.2,0
Kevin Edwards,2001,VAN,35,634,0.414,0.312,-2.08,0.1,"($700,2,35.26
Larry Robinson,2001,ATL,33,631,0.511,0.13,3.02,0.5,"$2,1,1.1
A.J. Guyton,2001,CHI,22,630,0.495,0.094,0.81,0.4,"($1,1,1
Kelvin Cato,2001,HOU,26,624,0.606,0.514,3.28,0.3,"$2,0.6,0.1
Toni Kukoc,2001,ATL,32,618,0.59,0.286,1.38,0.7,"$5,2.7,3.1
Zydrunas Ilgauskas,2001,CLE,25,616,0.524,0.333,-1.25,0.2,"$1,0.1,0
Chris Dudley,2001,PHO,35,613,0.405,0.493,1.52,-0.1,"$800,4.8,5
Laron Profit,2001,WAS,23,605,0.47,0.317,-3.06,0.3,"$1,-0.1,0.1
Dragan Tarlac,2001,CHI,27,598,0.454,0.333,-0.19,0.1,"($1,4.4,5
Todd MacCulloch,2001,PHI,25,597,0.607,0.357,3.23,0.3,"$1,0.8,-0.4
Devean George,2001,LAL,23,593,0.394,0.266,-2.09,0,"($2,3.3,3
Brian Skinner,2001,LAC,24,584,0.428,0.366,-1.2,0,"($800,4,24.71
Daniel Santiago,2001,PHO,24,581,0.528,0.455,0.67,0.2,"($700,5,24.61
Jonathan Bender,2001,IND,20,574,0.447,0.366,-1.97,0.1,"($1,3.5,3
Rodney Buford,2001,PHI,23,573,0.489,0.12,-0.02,0.2,"($500,-0.2,2
Eric Montross,2001,DET,29,568,0.404,0.215,-0.22,0,"($1,5,5
Chris Childs,2001,TOR,33,550,0.472,0.221,-5.41,0.4,"$100,-0.7,1.1
Eddie House,2001,MIA,22,550,0.478,0.142,-1.47,0.3,"($1,1,1
Jim Jackson,2001,ATL,30,550,0.478,0.392,-1.84,0.3,"$800,-0.2,2.4
Othella Harrington,2001,NYK,27,548,0.609,0.579,1.26,0.3,"$2,0.9,0.1
Carlos Rogers,2001,HOU,29,544,0.674,0.473,4.74,0.4,"$2,0.7,0.8
Matt Geiger,2001,PHI,31,542,0.43,0.241,-2.32,0,"($1,-1.3,-0.8
Darvin Ham,2001,MIL,27,540,0.537,0.613,0.93,0.2,"$2,0.7,0
John Wallace,2001,DET,26,527,0.463,0.191,-1.5,0.1,"($900,3,26.98
Vinny Del Negro,2001,PHO,34,526,0.566,0.194,0.71,0.4,"$1,0.4,0.3
Mark Strickland,2001,DEN,30,517,0.476,0.319,-0.34,0.1,"($700,3,30.56
Chris Mills,2001,GSW,31,493,0.435,0.188,0.52,0.1,"($1,-0.7,-0.5
Derek Strong,2001,LAC,32,491,0.443,0.316,0.51,0,"($900,4,32.98
Mahmoud Abdul-Rauf,2001,VAN,31,486,0.514,0.118,-0.35,0.4,"($400,1,31.9
Walter McCarty,2001,BOS,26,478,0.474,0.222,0.55,0.3,"$400,27,4
Courtney Alexander,2001,DAL,23,472,0.404,0.253,-3.24,-0.1,"($1,2.2,1
Lee Nailon,2001,CHH,25,469,0.529,0.316,0.51,0.2,"($100,3,25.94
Tyronn Lue,2001,LAL,23,468,0.51,0.205,-0.24,0.3,"($200,-0.2,1
William Avery,2001,MIN,21,463,0.482,0.25,-2.97,0.4,"($1,1,1
Elliot Perry,2001,PHO,31,460,0.494,0.171,-2.89,0.3,$0 ,1,1
Felipe Lopez,2001,MIN,26,457,0.51,0.217,-0.18,0.2,"$1,0.5,0.3
Tracy Murray,2001,TOR,29,453,0.5,0.166,1.92,0.3,"($100,0.4,-1.1
Greg Foster,2001,LAL,32,451,0.449,0.105,-1.5,0.1,"($200,32.33,10
David Benoit,2001,UTA,32,446,0.542,0.265,-0.08,0.2,"$200,3.3,3
Hubert Davis,2001,WAS,30,431,0.597,0.176,1.19,0.6,"$800,-0.2,1.3
Eduardo Najera,2001,DAL,24,431,0.522,0.297,0.51,0.2,"$2,0.6,0.4
Erick Strickland,2001,NYK,27,421,0.419,0.214,-1.43,0.1,"$1,-0.3,0.4
Tariq Abdul-Wahad,2001,DEN,26,420,0.438,0.324,-1.8,0.1,"($800,2,26.25
David Vanterpool,2001,WAS,27,411,0.462,0.455,-4.4,0.2,"$300,-0.1,1.5
Erick Strickland,2001,VAN,27,409,0.442,0.375,-2.51,0.3,"$1,0.1,0.2
Chris Herren,2001,BOS,25,408,0.41,0.125,-1.92,0.3,"($1,1,1
Eldridge Recasner,2001,CHH,33,403,0.422,0.158,-1.93,0.2,"($1,1.4,1
Quincy Lewis,2001,UTA,23,402,0.469,0.171,-0.17,0.1,"$400,2.8,3
Detlef Schrempf,2001,POR,38,397,0.487,0.284,-2.3,0.2,"$400,3.2,3
Vinny Del Negro,2001,GSW,34,396,0.397,0.178,-2.13,0.2,"($1,1.1,1
Cedric Ceballos,2001,MIA,31,393,0.539,0.209,1.15,0.3,"$800,2.6,3
Loy Vaught,2001,DAL,32,392,0.461,0.05,-0.78,0,"$600,4.1,4
Corie Blount,2001,PHO,32,387,0.504,0.319,2.6,0.1,"$800,4,4
Duane Causwell,2001,MIA,32,384,0.396,0.294,-0.97,-0.1,"($1,4.9,5
Jerome Williams,2001,TOR,27,378,0.581,0.484,2.76,0.3,"$2,0.7,0.4
Adrian Griffin,2001,BOS,26,377,0.432,0.247,-0.7,0.1,"$600,26.58,1
Cal Bowdler,2001,ATL,23,375,0.532,0.351,2.91,0.2,"$700,23.84,1
Vernon Maxwell,2001,PHI,35,375,0.446,0.176,0.04,0.3,"$600,1.4,1
Chris Mullin,2001,GSW,37,374,0.486,0.264,2.47,0.4,"$600,2.2,3
Rod Strickland,2001,POR,34,351,0.443,0.265,-5.41,0.2,$0 ,1,34.56
Todd Day,2001,MIN,31,345,0.515,0.195,0.98,0.4,"$700,2,2
Tyrone Nesby,2001,LAC,25,333,0.406,0.187,-0.25,0.1,"$300,2.7,2
Gary Trent,2001,DAL,26,319,0.456,0.277,-3.28,0,"$100,4,26.36
Doug Overton,2001,NJN,31,316,0.436,0.054,-2.45,0.3,"($600,1,31.5
Chris Carr,2001,BOS,26,309,0.611,0.536,3.68,0.5,"$200,26.89,5
Paul McPherson,2001,PHO,22,308,0.526,0.25,0.02,0.3,"$700,2.2,1
Alonzo Mourning,2001,MIA,30,306,0.536,0.39,-1.66,0.2,"$1,0.5,0
Ruben Wolkowyski,2001,SEA,27,305,0.399,0.43,-0.61,-0.1,"($900,4,27.34
Luc Longley,2001,NYK,32,301,0.399,0.315,-1.26,-0.1,$0 ,32.04,9
DeShawn Stevenson,2001,UTA,19,293,0.413,0.418,-4.57,0,"($900,2,19.83
Calvin Booth,2001,DAL,24,293,0.568,0.393,0.37,0.3,"$3,1.3,0.3
Rafer Alston,2001,MIL,24,288,0.429,0.155,-5.05,0.3,"$200,24.53,1
Paul McPherson,2001,GSW,22,287,0.556,0.283,1.13,0.4,"$800,22.59,0
Vernon Maxwell,2001,DAL,35,285,0.396,0.102,-2.11,0.1,"($100,-0.2,1.5
Vladimir Stepania,2001,NJN,24,280,0.398,0.386,-2.95,0,"$300,5,24.74
Anthony Johnson,2001,ATL,26,279,0.408,0.239,-3.42,0.1,"$200,1,26.34
Obinna Ekezie,2001,WAS,25,273,0.503,0.688,0.36,0.1,"$200,4,25.45
Joel Przybilla,2001,MIL,21,270,0.339,0.314,0.94,-0.3,"$400,21.31,0
Chucky Brown,2001,CLE,32,265,0.456,0.32,1.16,0,"($100,3,32.93
John Crotty,2001,UTA,31,264,0.443,0.292,-3.59,0.1,"$200,1,31.55
Tyus Edney,2001,IND,27,263,0.49,0.429,-4.46,0.4,"$800,1,1
Dalibor Bagaric,2001,CHI,20,259,0.304,0.431,-4.29,-0.2,"($900,5,20.99
Travis Knight,2001,NYK,26,256,0.238,0.34,-2.73,-0.4,"($400,5,26.39
Jerome Kersey,2001,MIL,38,243,0.473,0.232,0.07,0.1,"$1,-0.1,0.3
Dan Langhi,2001,HOU,23,241,0.403,0.293,-3.28,-0.1,"($1,4,3
Anthony Johnson,2001,CLE,26,232,0.375,0.198,-5.6,0.1,"($300,1,26.34
