Player,Year,Tm,Age,MP,TS%,FTr,Offense,Val/Shot,Production,Height,Weight
Terry Davis,2001,DEN,33,228,0.476,0.88,2.88,0.1,"$500,4,33.63
Cory Alexander,2001,ORL,27,227,0.407,0.321,-5.22,0.2,$0 ,27.61,5
Soumaila Samake,2001,NJN,22,226,0.393,0.5,1.45,-0.1,"($400,5,22.88
Jason Collier,2001,HOU,23,222,0.435,0.338,-1.79,0,"($500,5,23.4
Olumide Oyedeji,2001,SEA,19,221,0.532,0.324,2.46,0.1,"$500,19.73,0
Derrick Dial,2001,SAS,25,207,0.466,0.253,-2.73,0.2,"$1,0.1,0
Danny Fortson,2001,GSW,24,203,0.678,1.08,5.69,0.6,"$800,-0.3,4.8
Mark Strickland,2001,NJN,30,202,0.433,0.204,-0.3,0,$0 ,30.56,5
Anthony Goldwire,2001,DEN,29,201,0.469,0.213,-1.74,0.4,"$300,1,29.41
Tim James,2001,CHH,24,197,0.387,0.269,-0.97,0,"($100,3,24.1
Nazr Mohammed,2001,PHI,23,196,0.478,0.318,-1.25,0.1,"$100,5,23.41
Jim McIlvaine,2001,NJN,28,193,0.421,0.429,1.39,0,"$600,28.51,6
Ira Newble,2001,SAS,26,184,0.435,0.291,-0.67,0,"$500,3.1,3
Mike Smith,2001,WAS,24,180,0.386,0.271,-1.2,0,"$300,3,24.8
Cherokee Parks,2001,WAS,28,178,0.528,0.447,1.1,0.2,"$1,4.5,5
Bill Curley,2001,GSW,28,177,0.605,0.349,2.98,0.4,"$800,28.68,4
Darrick Martin,2001,SAC,29,176,0.563,0.461,2.24,0.4,"$1,0.4,-0.4
Doug West,2001,VAN,33,171,0.341,0.184,-1.32,-0.1,"$100,2,33.69
Nick Anderson,2001,SAC,33,169,0.333,0,-1.49,0.1,"$800,2.4,2
Lavor Postell,2001,NYK,22,169,0.448,0.5,-3.32,0.1,"($100,2,22.93
Cedric Ceballos,2001,DET,31,166,0.497,0.141,2.34,0.4,"$1,0.2,-0.2
Kevin Ollie,2001,NJN,28,161,0.311,0.704,-4.82,-0.1,"($100,1,28.1
Loy Vaught,2001,WAS,32,157,0.543,0.083,1.15,0.2,"$1,4.2,4
Dee Brown,2001,ORL,32,155,0.519,0.114,2.46,0.5,"$700,-0.4,1
Calbert Cheaney,2001,DEN,29,153,0.34,0.067,-0.55,-0.2,"$400,2,29.55
Eddie Gill,2001,NJN,22,152,0.451,0.122,-3.09,0.3,"$100,1,22.46
Earl Boykins,2001,LAC,24,149,0.461,0.27,-2.95,0.4,"$900,1,1
Jamie Feick,2001,NJN,26,149,0.389,0.522,0.37,-0.1,"$700,-0.1,4.9
Chris Garner,2001,GSW,25,149,0.24,0.162,-4.27,-0.1,"($200,1,26
Shawnelle Scott,2001,SAS,28,144,0.424,0.537,-3.25,-0.1,"$800,4.9,5
Doug Overton,2001,BOS,31,144,0.389,0.25,-5.53,0.1,"($100,1,31.5
Jake Voskuhl,2001,CHI,23,143,0.481,0.56,-0.34,0.1,"$400,5,23.25
Rick Brunson,2001,BOS,28,142,0.334,0.257,-5.26,0.1,"$100,1,28.64
Kornel David,2001,TOR,29,140,0.605,0.448,3,0.3,"$800,29.28,2
Tracy Murray,2001,DEN,29,135,0.421,0.182,-0.66,0.2,"$500,3,29.53
Jerome Moiso,2001,BOS,22,135,0.422,0.867,-4.17,0,"($500,5,22.63
Grant Hill,2001,ORL,28,133,0.505,0.605,-3.17,0.4,"$1,0.2,0.2
Steve Goodrich,2001,CHI,24,133,0.451,0.389,0.68,0.1,"$200,4,24.88
Scott Padgett,2001,UTA,24,127,0.541,0.465,-0.29,0.2,"$1,0.3,0
Brian Cardinal,2001,DET,23,126,0.398,0.581,-0.96,0,"$500,4,23.75
Michael Stewart,2001,TOR,25,123,0.394,0.529,-0.99,-0.1,"$500,25.77,3
Bruno Sundov,2001,IND,20,120,0.498,0.122,1.69,0.1,"$500,5,20.98
Tyrone Corbin,2001,TOR,38,117,0.252,0.105,-3.29,-0.3,"($200,3,38.09
Pepe Sanchez,2001,PHI,23,116,0.457,0.095,-6.57,0.4,"$1,0.1,0
Jaren Jackson,2001,SAS,33,114,0.477,0.05,1.09,0.2,"$1,0.1,0
Felton Spencer,2001,NYK,33,113,0.629,1.25,1.08,0.4,"$900,33.05,10
Terry Mills,2001,IND,33,113,0.368,0,-2.57,0.1,"$200,4,33.12
Anfernee Hardaway,2001,PHO,29,112,0.477,0.306,-0.06,0.3,"$1,0.3,0.2
Mark Bryant,2001,DAL,35,101,0.428,0.25,0.03,-0.1,"$500,4,35.77
Brevin Knight,2001,CLE,25,93,0.255,0.4,-9.14,-0.1,"$400,1,25.24
Eric Montross,2001,TOR,29,81,0.339,0.294,-1.49,-0.2,"$900,6,84
Tony Smith,2001,ATL,32,78,0.356,0.087,-6.35,0,"$500,2,32.64
Todd Fuller,2001,MIA,26,77,0.363,0.229,-5.18,-0.2,"$300,5,26.52
Don MacLean,2001,MIA,31,76,0.613,0.6,-0.96,0.4,"$1,0,0.1
Michael Hawkins,2001,CLE,28,76,0.444,0,-3.86,0.4,"$500,1,28.26
Chucky Brown,2001,GSW,32,74,0.492,0.5,1.95,0.3,"$900,32.93,11
Antonio Harvey,2001,POR,30,72,0.506,0.214,-0.68,0.1,"$1,0,0
Jamal Robinson,2001,MIA,27,72,0.136,0,-6.51,-0.6,"$400,3,27.1
Ricky Davis,2001,MIA,21,70,0.492,0.276,-2.62,0.3,"$1,0,0.1
Kornel David,2001,DET,29,69,0.455,0,-0.39,0.1,"$1,3,29.28
Jabari Smith,2001,SAC,23,66,0.528,0.273,-0.16,0.2,"$1,0,0
Rick Brunson,2001,NYK,28,66,0.462,0.316,-5,0.2,"$700,28.64,3
Donnell Harvey,2001,DAL,20,65,0.523,1.143,-1.92,0.1,"$800,0,80
Ruben Garces,2001,PHO,27,62,0.432,0.533,-2.3,0.1,"$1,4.5,4
Sam Jacobson,2001,MIN,25,59,0.518,0.167,2.17,0.2,"$1,2,1
Will Perdue,2001,POR,35,58,0.651,0.444,5.07,0.4,"$1,0.1,0.1
Dan McClintock,2001,DEN,23,58,0.446,0.278,-0.43,0,"$700,5,23.79
Jamel Thomas,2001,NJN,27,56,0.342,0,-3.98,-0.1,"$200,3,27.86
James Robinson,2001,ORL,30,50,0.455,0,1.42,0.2,"$700,1,30.42
Scott Burrell,2001,CHH,30,41,0.507,0.267,4.11,0.3,"$1,2.6,3
Pervis Ellison,2001,SEA,33,40,0.381,0.286,-2.38,-0.1,"$800,33.84,10
Stanislav Medvedenko,2001,LAL,21,39,0.528,0.48,-2.11,0.2,"$800,4,21.83
Elliot Perry,2001,ORL,31,39,0.455,0,-6.2,0.2,"$800,1,31.85
J.R. Reid,2001,CLE,32,39,0.587,1.6,3.87,0.3,"$1,4.1,4
Wang Zhizhi,2001,DAL,23,38,0.513,0.526,-0.58,0.1,"$500,5,23.57
Erick Barkley,2001,POR,22,38,0.432,0,-5.76,0.3,"$800,1,22.95
Michael Redd,2001,MIL,21,35,0.3,0.316,-8.64,-0.3,"$500,2,21.44
Muggsy Bogues,2001,TOR,36,34,0,0,-5.88,-0.6,"$800,1,36.06
Pepe Sanchez,2001,ATL,23,34,0,0,-9.41,-0.7,"$600,1,23.74
John Coker,2001,GSW,29,32,0.125,0,-4.78,-0.5,"$700,5,29.27
Raja Bell,2001,PHI,24,30,0.357,0,0.16,0,"$800,2,24.37
Sean Colson,2001,HOU,25,30,0.361,0.211,-2.77,0.2,"$1,1,1
Tom Hammonds,2001,MIN,33,30,0.322,0.2,-6.04,-0.2,"$600,4,33.85
Brent Price,2001,VAN,32,30,0.462,0.636,-4.29,0.4,"$900,32.15,7
Art Long,2001,SAC,28,20,0,0.5,-8.95,-0.9,"$800,28.34,0
Zendon Hamilton,2001,LAC,25,19,0.359,0.889,-10.53,-0.2,"$500,5,25.77
Etdrick Bohannon,2001,CLE,27,19,0.694,1,5.24,0.5,"$900,27.68,3
Ira Bowman,2001,ATL,27,19,0,0,-12.59,-0.5,"$800,1,27.64
Gary Grant,2001,POR,35,17,0.714,0,6.61,0.6,"$900,35.78,12
Bill Curley,2001,DAL,28,15,0.26,1,-8.59,-0.4,"$800,4,28.68
Roshown McLeod,2001,PHI,25,15,0.5,0,2.98,0.3,"$900,3,25.21
Doug Overton,2001,CHH,31,15,1,0,1.05,1.1,"$900,1,31.5
Sean Colson,2001,ATL,25,14,0,0,-16.45,-0.6,"$700,1,25.59
Terrance Roberson,2001,CHH,24,13,0,0,-8.24,-0.6,"$800,3,24.09
Ruben Garces,2001,GSW,27,11,0,0,-16.42,-0.7,"$900,27.29,0
Jason Hart,2001,MIL,22,10,1,0,-3.53,1.2,"$800,1,22.76
Mamadou N'Diaye,2001,TOR,25,10,0.41,0.5,-0.82,-0.1,"$900,5,25.63
David Wingate,2001,SEA,37,9,1,0,7.2,1.5,"$1,1,2
Obinna Ekezie,2001,DAL,25,8,0,0,-15.44,-1,"$700,4,25.45
Garth Joseph,2001,TOR,27,8,0.5,0,-4.37,0.3,"$1,5,5
Garth Joseph,2001,DEN,27,8,0,0.667,-18.55,-0.9,"$800,5,27.49
Lari Ketner,2001,IND,23,7,,,-12.04,-0.8,"$800,4,24
Randy Livingston,2001,GSW,25,7,0,0,-5.75,-0.5,"$900,1,25.84
Anthony Miller,2001,ATL,29,6,0.5,0,-3.24,0.1,"$900,4,29.28
Anthony Miller,2001,HOU,29,3,,,6.39,-1,"$1,29.28,6
Anthony Miller,2001,PHI,29,2,,,6.39,-0.9,"$1,4,29.28
Larry Robinson,2001,CLE,33,1,,,-35.25,-0.9,"$900,2,33.06
Andy Panko,2001,ATL,23,1,,,6.39,-0.9,"$1,3,23.18
Antoine Walker,2002,BOS,25,3406,0.49,0.192,-1.1,0.4,"$20,11.6,8.2
Tim Duncan,2002,SAS,25,3329,0.576,0.466,-0.12,0.4,"$37,21.8,12.6
Latrell Sprewell,2002,NYK,31,3326,0.501,0.244,-0.66,0.3,"$6,3.4,5.3
Baron Davis,2002,CHH,22,3318,0.498,0.252,-1.89,0.5,"$24,14,13.2
Paul Pierce,2002,BOS,24,3302,0.57,0.402,2.63,0.5,"$27,15.5,12.6
Gary Payton,2002,SEA,33,3301,0.526,0.212,-1.39,0.4,"$26,14.9,15.5
Stephon Marbury,2002,PHO,24,3187,0.519,0.32,-1.63,0.5,"$11,6,9.9
Kevin Garnett,2002,MIN,25,3175,0.536,0.32,-1.14,0.3,"$32,18.8,11.5
Eddie Jones,2002,MIA,30,3156,0.546,0.296,2.42,0.5,"$23,13.2,9.6
Anthony Mason,2002,MIL,35,3143,0.544,0.353,-0.44,0.2,"$9,5,2.6
Wally Szczerbiak,2002,MIN,24,3117,0.58,0.227,1.44,0.4,"$14,8.2,9.9
Cuttino Mobley,2002,HOU,26,3116,0.537,0.231,1.66,0.4,"$10,5.6,8.2
Shawn Marion,2002,PHO,23,3109,0.518,0.162,0.57,0.2,"$17,9.8,5.5
Shane Battier,2002,MEM,23,3097,0.518,0.294,1.24,0.4,"$14,8.2,5.5
Kobe Bryant,2002,LAL,23,3063,0.544,0.369,-0.29,0.4,"$23,13.5,12.7
Jason Kidd,2002,NJN,28,3056,0.484,0.217,-4.38,0.5,"$25,14.7,9.4
Brent Barry,2002,SEA,30,3040,0.652,0.296,2.25,0.7,"$28,16.2,13.2
Karl Malone,2002,UTA,38,3040,0.532,0.457,-1.89,0.3,"$20,11.8,7.7
Antawn Jamison,2002,GSW,25,3033,0.516,0.32,1.03,0.3,"$7,3.8,7.3
Jeff McInnis,2002,LAC,27,3030,0.486,0.195,-1.79,0.3,"$2,1.1,5.9
Andre Miller,2002,CLE,25,3023,0.538,0.428,-3.82,0.6,"$19,11.2,13.1
Elton Brand,2002,LAC,22,3020,0.586,0.519,1.6,0.4,"$29,16.9,11.9
Pau Gasol,2002,MEM,21,3007,0.566,0.448,0.67,0.4,"$15,8.6,4.9
Shareef Abdur-Rahim,2002,ATL,25,2980,0.536,0.403,-0.94,0.3,"$14,8.2,5.9
Antonio Davis,2002,TOR,33,2978,0.497,0.372,-0.18,0.2,"$7,3.8,1.1
Jason Terry,2002,ATL,24,2967,0.549,0.279,1.12,0.5,"$18,10.6,12.4
Rasheed Wallace,2002,POR,27,2963,0.54,0.213,1.49,0.3,"$16,9.2,7.1
Alvin Williams,2002,TOR,27,2927,0.47,0.144,-2.03,0.3,"$8,4.4,3.6
Ben Wallace,2002,DET,27,2921,0.522,0.488,2.02,0.1,"$27,15.9,2.2
Allan Houston,2002,NYK,30,2914,0.54,0.261,1.42,0.4,"$5,2.6,6.3
Tracy McGrady,2002,ORL,22,2912,0.532,0.35,0.18,0.4,"$27,15.9,13.7
Dikembe Mutombo,2002,PHI,35,2907,0.574,0.568,2.23,0.3,"$12,6.6,0.3
Dirk Nowitzki,2002,DAL,23,2891,0.599,0.41,2.77,0.4,"$23,13.1,12.4
Reggie Miller,2002,IND,36,2889,0.617,0.356,4.02,0.6,"$17,9.6,11.5
Clifford Robinson,2002,DET,35,2855,0.503,0.193,-0.63,0.2,"$8,4.3,2.3
Steve Nash,2002,DAL,27,2837,0.602,0.269,-0.42,0.6,"$14,8.2,13.6
Doug Christie,2002,SAC,31,2798,0.578,0.329,0.68,0.5,"$20,11.3,6.8
Damon Stoudamire,2002,POR,28,2796,0.506,0.214,-1.55,0.4,"$9,5,6.9
Wesley Person,2002,CLE,30,2793,0.589,0.131,3.81,0.5,"$13,7.4,9.1
Kurt Thomas,2002,NYK,29,2771,0.542,0.283,0.85,0.2,"$6,3.2,0.8
Michael Finley,2002,DAL,28,2754,0.532,0.204,-0.14,0.2,"$10,5.7,7.6
Darrell Armstrong,2002,ORL,33,2730,0.553,0.248,-0.34,0.5,"$16,9.3,8.7
Jermaine O'Neal,2002,IND,23,2707,0.521,0.365,-1.08,0.2,"$7,4,0.7
Jerry Stackhouse,2002,DET,27,2685,0.518,0.437,-2.27,0.4,"$9,5,6.9
Mike Bibby,2002,SAC,23,2659,0.513,0.196,-1.46,0.3,"$6,3,3.9
Peja Stojakovic,2002,SAC,24,2649,0.592,0.286,2.7,0.4,"$15,8.5,9.2
Jason Richardson,2002,GSW,21,2629,0.487,0.193,-0.34,0.3,"$5,2.8,4.5
Allen Iverson,2002,PHI,26,2622,0.489,0.351,-1.15,0.3,"$18,10.5,9.6
Sam Cassell,2002,MIL,32,2605,0.545,0.274,-0.79,0.5,"$13,7.6,10.4
Kerry Kittles,2002,NJN,27,2601,0.542,0.183,1.64,0.4,"$13,7.3,5.6
Rashard Lewis,2002,SEA,22,2585,0.564,0.206,2.52,0.4,"$15,8.6,8.2
Michael Olowokandi,2002,LAC,26,2568,0.457,0.212,-2.09,0,"($2,-4.8,3
John Stockton,2002,UTA,39,2566,0.601,0.414,-3.04,0.7,"$16,9.2,10.7
P.J. Brown,2002,CHH,32,2563,0.545,0.374,2.21,0.2,"$12,6.7,2.6
Matt Harpring,2002,PHI,25,2541,0.512,0.265,0.64,0.2,"$5,2.4,1.9
Ray Allen,2002,MIL,26,2525,0.598,0.213,3.13,0.6,"$19,10.7,13.9
Kenyon Martin,2002,NJN,24,2504,0.503,0.278,-1.25,0.2,"$9,4.9,0.7
David Wesley,2002,CHH,31,2487,0.479,0.207,-0.51,0.3,"$1,0.5,2.7
Kenny Thomas,2002,HOU,24,2484,0.52,0.405,-0.05,0.2,"$7,3.5,2
Keith Van Horn,2002,NJN,26,2465,0.51,0.179,0.25,0.3,"$7,3.8,3
Anfernee Hardaway,2002,PHO,30,2462,0.472,0.209,-2.93,0.2,"$6,3.3,0.9
Alonzo Mourning,2002,MIA,31,2455,0.558,0.498,0.69,0.3,"$9,5.2,0.6
Dale Davis,2002,POR,32,2447,0.551,0.366,2.34,0.2,"$13,7.4,3.9
Jamaal Tinsley,2002,IND,23,2442,0.446,0.245,-7.57,0.4,"$5,2.6,1.4
Kenny Anderson,2002,BOS,31,2430,0.472,0.184,-3.15,0.2,"$5,2.8,0.4
Shaquille O'Neal,2002,LAL,29,2422,0.59,0.583,1.44,0.4,"$26,14.9,11.9
Vlade Divac,2002,SAC,33,2420,0.513,0.475,-1.99,0.2,"$15,8.8,2.9
Desmond Mason,2002,SEA,24,2420,0.533,0.308,0.64,0.2,"$2,0.7,1.3
Pat Garrity,2002,ORL,25,2406,0.553,0.095,3.6,0.4,"$6,3.5,4.8
Vince Carter,2002,TOR,25,2385,0.515,0.235,0.98,0.4,"$17,9.9,10.6
Mark Jackson,2002,NYK,36,2367,0.536,0.186,-4.04,0.6,"$7,3.8,5.3
Chauncey Billups,2002,MIN,25,2355,0.555,0.284,-0.08,0.5,"$10,5.7,8.4
Bonzi Wells,2002,POR,25,2348,0.538,0.279,-0.77,0.3,"$11,6.5,5.2
Glenn Robinson,2002,MIL,29,2346,0.537,0.246,-1.16,0.3,"$5,2.6,3.6
Steve Francis,2002,HOU,24,2343,0.517,0.419,-1.38,0.4,"$14,7.7,7.7
Lamond Murray,2002,CLE,28,2312,0.534,0.267,0.53,0.3,"$6,3,4.7
David Robinson,2002,SAS,36,2303,0.562,0.588,1.04,0.2,"$16,9.2,3.2
Rod Strickland,2002,MIA,35,2294,0.495,0.282,-3.67,0.4,"$5,2.6,2.2
Rick Fox,2002,LAL,32,2289,0.502,0.14,-0.97,0.3,"$7,4,2.1
Chucky Atkins,2002,DET,27,2285,0.568,0.152,0.93,0.5,"$6,3,5.8
Tony Parker,2002,SAS,19,2267,0.497,0.25,-2.49,0.3,"$5,2.5,1.9
Brian Grant,2002,MIA,29,2256,0.508,0.195,-0.04,0.2,"$6,3.5,-0.3
Moochie Norris,2002,HOU,28,2249,0.471,0.268,-3.5,0.4,"$700,-0.1,1
James Posey,2002,DEN,25,2238,0.474,0.276,0,0.3,"$7,4.1,1.8
Trenton Hassell,2002,CHI,22,2237,0.502,0.182,0.78,0.3,"$1,0.1,0.4
Jason Williams,2002,MEM,26,2236,0.466,0.103,-3.17,0.5,"$4,2.3,5
Darius Miles,2002,LAC,20,2227,0.516,0.397,-1.21,0.2,"$7,3.8,0.2
Eric Snow,2002,PHI,28,2225,0.51,0.364,-2.79,0.4,"$6,3.2,2.5
Rasho Nesterovic,2002,MIN,25,2218,0.499,0.108,0.42,0.1,"$5,2.8,0.4
Danny Fortson,2002,GSW,25,2216,0.504,0.427,-0.47,0.2,"$1,0.3,0.9
Steve Smith,2002,SAS,32,2211,0.588,0.265,2.32,0.4,"$9,4.9,5.2
Horace Grant,2002,ORL,36,2210,0.539,0.216,2.08,0.2,"$7,3.6,1.7
Richard Hamilton,2002,WAS,23,2203,0.511,0.311,-0.76,0.3,"$1,0.2,4
Keon Clark,2002,TOR,26,2185,0.522,0.297,0.16,0.2,"$4,2.3,-0.5
Antonio Daniels,2002,SAS,26,2175,0.534,0.343,0.82,0.4,"$6,3.2,3.7
Chris Whitney,2002,WAS,30,2171,0.568,0.267,2,0.6,"$8,4.5,7.5
Nazr Mohammed,2002,ATL,24,2168,0.49,0.311,-0.18,0.1,"($4,-1.1,-0.7
Elden Campbell,2002,CHH,33,2156,0.558,0.484,0.73,0.3,"$9,4.8,1.8
Quentin Richardson,2002,LAC,21,2152,0.534,0.202,1.97,0.4,"$9,5,6.8
Andrei Kirilenko,2002,UTA,20,2151,0.553,0.586,1.46,0.3,"$15,8.5,3.6
Jumaine Jones,2002,CLE,22,2142,0.501,0.106,1.1,0.2,"$5,2.9,1.9
Robert Horry,2002,LAL,31,2140,0.528,0.3,0.77,0.4,"$16,8.9,3.8
Mike Miller,2002,ORL,21,2123,0.542,0.226,1.19,0.4,"$6,3.2,4.8
Michael Jordan,2002,WAS,38,2093,0.468,0.252,-2.54,0.3,"$11,6.4,5.8
Derrick Coleman,2002,PHI,34,2080,0.524,0.309,0.61,0.3,"$7,3.9,2.3
Chris Webber,2002,SAC,28,2071,0.54,0.314,-1.42,0.3,"$20,11.6,7.1
Anthony Peeler,2002,MIN,32,2060,0.519,0.085,1.31,0.3,"$5,2.4,3.7
Larry Hughes,2002,GSW,23,2049,0.484,0.32,-2.55,0.3,"$4,2.3,3.1
Bryon Russell,2002,UTA,31,1998,0.493,0.24,0.16,0.3,"$3,1.5,1.5
Scottie Pippen,2002,POR,36,1996,0.497,0.244,-3.5,0.4,"$10,5.7,3
Morris Peterson,2002,TOR,24,1988,0.524,0.22,1.76,0.4,"$8,4.3,5.3
Tim Thomas,2002,MIL,24,1987,0.522,0.238,0.14,0.3,"$100,3.7,3
Jon Barry,2002,DET,32,1985,0.645,0.222,1.62,0.7,"$13,7.1,6.7
Derek Fisher,2002,LAL,27,1974,0.55,0.167,2.59,0.5,"$7,3.8,5.2
Hedo Turkoglu,2002,SAC,22,1970,0.514,0.335,0.38,0.2,"$5,2.9,2
Marcus Fizer,2002,CHI,23,1963,0.482,0.334,-1.64,0.2,"($2,-1.8,-0.5
Ricky Davis,2002,CLE,22,1954,0.539,0.318,-1.08,0.3,"$1,0.3,2
Jalen Rose,2002,IND,29,1937,0.515,0.214,-0.54,0.3,"$6,2.9,3.4
Joe Smith,2002,MIN,26,1922,0.571,0.355,1.64,0.3,"$7,3.6,2.8
Popeye Jones,2002,WAS,31,1920,0.49,0.256,-0.06,0.2,"$7,3.6,2.3
Kelvin Cato,2002,HOU,27,1917,0.599,0.595,4.13,0.3,"$4,1.9,0.6
Richard Jefferson,2002,NJN,21,1917,0.524,0.448,0.16,0.3,"$4,2.1,0.5
Michael Curry,2002,DET,33,1912,0.521,0.33,1.22,0.2,"($700,-0.5,2
Lee Nailon,2002,CHH,26,1912,0.513,0.196,-0.19,0.2,"$900,-0.9,0
Eddie Griffin,2002,HOU,19,1896,0.456,0.129,1.58,0.2,"$1,0,0.1
Scot Pollard,2002,SAC,26,1881,0.59,0.464,2.98,0.3,"$9,5.1,1.4
Grant Long,2002,MEM,35,1868,0.475,0.319,-0.4,0.2,"($2,1.2,-0.7
Derek Anderson,2002,POR,27,1860,0.538,0.34,0.87,0.4,"$7,3.6,4.6
Jacque Vaughn,2002,ATL,26,1856,0.547,0.288,-2.48,0.5,"($600,1,1
Troy Hudson,2002,ORL,25,1854,0.526,0.247,-1.65,0.4,"($1,2.2,-3.6
George McCloud,2002,DEN,34,1830,0.466,0.283,-1.44,0.3,"$400,-0.2,2.1
Jim Jackson,2002,MIA,31,1825,0.511,0.162,-0.07,0.3,"$4,1.9,0
Tony Battie,2002,BOS,25,1819,0.57,0.333,3.28,0.2,"$5,2.6,-0.1
Stromile Swift,2002,MEM,22,1805,0.539,0.499,0.65,0.2,"$2,0.7,-0.4
Jeff Foster,2002,IND,25,1786,0.493,0.462,0.65,0.1,"$5,2.7,0.3
Bob Sura,2002,GSW,28,1780,0.53,0.556,-0.64,0.5,"$7,3.7,4.6
Rodney Buford,2002,MEM,24,1769,0.47,0.135,0.58,0.1,"($3,-0.8,-0.7
Bo Outlaw,2002,PHO,30,1768,0.543,0.302,1.12,0.3,"$8,4.6,0
Ruben Patterson,2002,POR,26,1765,0.567,0.443,0.56,0.3,"$8,4.7,4.1
Devean George,2002,LAL,24,1759,0.502,0.241,1.08,0.2,"$6,3.2,1.5
Bobby Jackson,2002,SAC,28,1750,0.537,0.244,0.6,0.3,"$7,4,4.5
Donyell Marshall,2002,UTA,28,1750,0.565,0.342,0.26,0.3,"$8,4.7,3.6
Eric Williams,2002,BOS,29,1747,0.49,0.569,0.12,0.2,"$200,-0.3,2.9
Erick Dampier,2002,GSW,26,1740,0.484,0.44,-1.22,0.1,"$1,0.1,-2.3
Nick Van Exel,2002,DEN,30,1739,0.488,0.191,-0.01,0.5,"$7,3.9,7.2
Clarence Weatherspoon,2002,NYK,31,1728,0.478,0.323,0.9,0.1,"$3,1.5,-0.5
DerMarr Johnson,2002,ATL,21,1727,0.513,0.194,1.39,0.3,"$3,1.3,0.7
Malik Rose,2002,SAS,27,1725,0.517,0.406,-2.04,0.1,"$2,0.9,-0.4
Eric Piatkowski,2002,LAC,31,1718,0.601,0.24,3.86,0.6,"$6,3.4,4.7
Vin Baker,2002,SEA,30,1710,0.517,0.348,-1.88,0.1,"($600,-1.6,-0.8
Corliss Williamson,2002,DET,28,1701,0.567,0.37,-0.9,0.3,"$2,0.8,2.5
Bruce Bowen,2002,SAS,30,1699,0.468,0.241,0.68,0.2,"$4,2.2,0.2
Ryan Bowen,2002,DEN,26,1686,0.524,0.3,3.07,0.2,"$5,2.6,0.4
LaPhonso Ellis,2002,MIA,31,1684,0.48,0.186,1.33,0.2,"$2,0.6,-0.6
Raef LaFrentz,2002,DEN,25,1668,0.538,0.159,3.05,0.4,"$9,5.3,2.9
Voshon Lenard,2002,DEN,28,1665,0.495,0.156,0.75,0.3,"$1,0.4,2.3
Ervin Johnson,2002,MIL,34,1660,0.468,0.342,2.54,0,"$100,-0.3,4.9
Juwan Howard,2002,DAL,28,1659,0.511,0.326,-1.03,0.1,"$3,1.4,1.6
Chris Mihm,2002,CLE,22,1659,0.47,0.34,-0.97,0,"($6,5,5
Samaki Walker,2002,LAL,25,1655,0.545,0.353,2.02,0.2,"$6,2.9,0
Jonathan Bender,2002,IND,21,1647,0.538,0.393,1.36,0.3,"($200,-0.4,3.6
Erick Strickland,2002,BOS,28,1643,0.545,0.318,0.96,0.5,"$2,1.1,1.5
Jerome Williams,2002,TOR,28,1641,0.542,0.526,1.78,0.3,"$7,3.8,1.8
Calbert Cheaney,2002,DEN,30,1631,0.499,0.144,0.45,0.2,"($1,-0.1,-0.5
Lindsey Hunter,2002,LAL,31,1616,0.466,0.082,0.43,0.2,"$1,0.1,0.3
Corey Maggette,2002,LAC,22,1615,0.56,0.474,1.01,0.4,"$3,1.5,2.4
Jamal Mashburn,2002,CHH,29,1601,0.505,0.324,-1.01,0.3,"$5,2.5,2.9
Shandon Anderson,2002,NYK,28,1596,0.489,0.287,0.64,0.3,"($600,2.5,2
Jake Tsakalidis,2002,PHO,22,1582,0.522,0.398,1.66,0.2,"($1,-1.8,0.5
Chris Childs,2002,TOR,34,1576,0.435,0.24,-5.2,0.4,"($3,-0.6,1
Othella Harrington,2002,NYK,28,1563,0.567,0.382,1.49,0.3,"($100,4,4
Lucious Harris,2002,NJN,31,1553,0.556,0.294,2.11,0.4,"$4,2.2,2.6
Jamaal Magloire,2002,CHH,23,1549,0.624,0.804,2.4,0.4,"$2,0.7,0.6
Aaron Williams,2002,NJN,30,1546,0.568,0.424,1.54,0.3,"$4,2.2,0.5
Speedy Claxton,2002,PHI,23,1528,0.469,0.301,-2.55,0.2,"$3,1.4,0.1
Ron Mercer,2002,CHI,25,1503,0.44,0.151,-2.53,0.1,"($4,-0.7,-2.3
Todd MacCulloch,2002,NJN,26,1502,0.562,0.353,1.62,0.3,"$8,4.1,2
Tyrone Nesby,2002,WAS,26,1498,0.48,0.221,0.61,0.2,"$5,2.4,1.2
Toni Kukoc,2002,ATL,33,1494,0.511,0.304,-1.34,0.4,"$3,1.6,2.1
Adonal Foyle,2002,GSW,26,1485,0.445,0.242,0.34,0,"$2,0.8,-2.3
Aaron McKie,2002,PHI,29,1471,0.54,0.249,0.01,0.5,"$6,3.4,2.6
Tyronn Lue,2002,WAS,24,1458,0.507,0.121,-1.59,0.4,"$1,0,2.2
Troy Murphy,2002,GSW,21,1448,0.488,0.369,0.13,0.2,"($2,-0.8,-0.1
Christian Laettner,2002,WAS,32,1441,0.511,0.21,-1.06,0.3,"$6,3.1,0.8
Jarron Collins,2002,UTA,23,1440,0.532,0.528,1.26,0.2,"$2,0.6,1.2
Corie Blount,2002,PHI,33,1426,0.478,0.179,1.74,0.1,"$3,1.5,-0.7
Michael Redd,2002,MIL,22,1417,0.581,0.189,2.69,0.4,"$5,2.5,5.1
Kendall Gill,2002,MIA,33,1410,0.414,0.147,-1.48,0.1,"($1,-0.6,2
